publicFoodKey,classification,foodName,energy,protein,fatTotal,totalDietaryFibre,totalSugars,carbohydrates,calcium,iodine,magnesium,potassium,sodium,saturatedFat
F000933,18101,"Beef, stir-fry strips, untrimmed, raw",559,27.0,2.7,0.0,0.0,0.0,4,1.2,24,338,38,1.01
F000934,18101,"Beef, strips, lean, casseroled, no added fat",740,37.5,2.8,0.0,0.0,0.0,5,0.8,22,258,29,0.98
F000935,18101,"Beef, strips, untrimmed, casseroled, no added fat",752,37.3,3.2,0.0,0.0,0.0,5,0.8,21,257,29,1.15
F000961,18101,"Beef, topside roast, lean, raw",490,22.3,3.0,0.0,0.0,0.0,4,1.2,24,360,44,1.09
F000962,18101,"Beef, topside roast, lean, roasted, no added fat",660,32.7,2.8,0.0,0.0,0.0,4,1.7,24,340,54,0.78
F000963,18101,"Beef, topside roast, semi-trimmed, raw",558,22.0,5.0,0.0,0.0,0.0,4,1.2,23,353,43,1.93
F000964,18101,"Beef, topside roast, semi-trimmed, roasted, no added fat",719,32.1,4.7,0.0,0.0,0.0,4,1.7,24,334,53,1.52
F000966,18101,"Beef, topside roast, untrimmed, raw",681,21.3,8.6,0.0,0.0,0.0,4,1.3,22,341,42,3.45
F000967,18101,"Beef, topside roast, untrimmed, roasted, no added fat",793,31.3,7.1,0.0,0.0,0.0,4,1.8,23,325,52,2.46
F000994,29101,"Beer, full strength (alcohol 4-4.9% v/v)",152,0.4,0.0,0.0,0.0,2.3,4,0.0,6,36,4,0.00
F000995,29101,"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified",126,0.3,0.0,0.0,0.0,1.0,3,0.0,5,28,4,0.00
F000996,29101,"Beer, high alcohol (5% v/v & above)",174,0.5,0.0,0.0,0.2,2.1,4,0.0,9,55,4,0.00
F001004,29102,"Beer, light (alcohol 1-2.9% v/v)",100,0.2,0.0,0.0,0.0,2.2,3,0.0,5,27,3,0.00
F001006,29102,"Beer, mid-strength (alcohol 3-3.9% v/v)",128,0.3,0.0,0.0,0.0,2.2,4,0.0,5,30,3,0.00
F001010,24302,"Beetroot, canned in brine, drained",184,1.2,0.0,2.0,8.7,8.7,10,1.8,12,210,220,0.00
F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat",246,2.3,0.1,4.3,10.2,10.2,10,0.0,32,354,66,0.00
F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained",216,2.0,0.1,3.8,9.0,9.0,8,0.0,26,281,55,0.00
F001015,24302,"Beetroot, fresh, purple, peeled, raw",201,1.9,0.1,3.5,8.4,8.4,8,0.0,26,290,54,0.00
F001029,11802,"Beverage base, chocolate flavour, added vitamins A, B1, B2, C & D, Ca & Fe (Milo)",1666,12.7,10.4,9.1,47.3,61.2,738,18.0,80,825,75,6.62
F001032,11804,"Beverage base, chocolate flavour, unfortified (Nesquik brand)",1574,5.3,2.8,5.8,81.0,83.2,38,0.0,120,430,0,1.38
F001036,11804,"Beverage base, drinking chocolate, unfortified",1508,5.6,4.8,1.5,74.3,76.3,41,4.0,150,690,160,2.88
F001064,11803,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cows milk",356,3.5,3.5,0.1,10.1,10.2,101,20.6,20,180,44,2.35
F001068,11801,"Beverage, chocolate flavour, from Milo powder, with regular fat cows milk",395,4.1,4.0,0.8,9.1,10.3,162,22.5,16,203,39,2.69
F001073,11803,"Beverage, chocolate flavour, from Nesquik powder, with regular fat cows milk",344,3.4,3.4,0.3,9.6,9.7,102,21.6,16,158,33,2.26
F001115,13205,"Biscuit, savoury, corn cake, plain, salted",1547,9.8,3.0,5.9,0.4,71.5,3,8.1,79,180,240,0.42
F001118,13203,"Biscuit, savoury, from rye flour, crispbread",1356,8.8,1.3,16.5,2.8,60.6,38,5.5,84,450,240,0.17
F001120,13201,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted",1563,12.3,5.6,3.3,3.6,66.1,44,7.2,41,200,380,3.40
F001122,13202,"Biscuit, savoury, from white wheat flour, cheese-flavoured",2086,12.0,24.2,2.9,3.2,56.4,93,0.0,34,180,871,11.20
F001123,13202,"Biscuit, savoury, from white wheat flour, flaky cracker style",2067,11.5,20.7,3.0,3.6,63.6,35,4.0,30,166,639,9.68
F001125,13202,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)",2098,9.6,24.5,2.0,5.2,59.7,56,9.3,34,195,854,9.84
F001126,13202,"Biscuit, savoury, from white wheat flour, plain snack cracker style",2058,8.1,20.7,3.4,6.7,66.3,41,15.9,24,156,609,9.08
F001129,13201,"Biscuit, savoury, from white wheat flour, Salada style",1785,9.2,14.2,3.6,1.2,63.1,152,3.0,33,170,830,3.80
F001133,13201,"Biscuit, savoury, from white wheat flour, water cracker style",1650,10.4,7.2,3.7,2.0,69.4,46,3.3,35,170,560,3.12
F001135,13201,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",1611,14.0,3.8,7.6,1.5,69.1,47,1.0,81,326,364,0.72
F001137,13201,"Biscuit, savoury, from wholemeal wheat flour, crispbread",1567,10.6,8.1,9.9,2.0,59.1,33,4.3,94,350,450,0.70
F001147,13204,"Biscuit, savoury, rice cake, from brown rice, plain",1603,8.8,3.5,3.5,0.8,76.3,9,13.0,130,270,41,0.60
F009833,13204,"Biscuit, savoury, rice cracker, added vegetable powder",1651,6.6,7.4,2.0,4.9,73.8,23,13.0,21,180,470,1.60
F001151,13204,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)",1646,7.1,6.7,1.5,0.2,74.1,19,10.6,23,129,554,0.98
F001152,13204,"Biscuit, savoury, rice cracker, plain",1626,7.0,4.3,0.9,0.7,78.8,7,18.0,19,94,400,0.81
F001153,13204,"Biscuit, savoury, rice cracker, seaweed flavoured",1500,9.6,1.2,1.6,1.7,75.3,21,70.0,46,220,660,0.39
F009832,132,"Biscuit, savoury, seed based",2395,20.1,49.6,14.6,1.4,6.0,110,15.0,350,610,500,5.78
F001165,13101,"Biscuit, sweet, Anzac style, homemade from basic ingredients",1970,4.6,22.4,3.1,41.2,63.3,15,12.9,29,131,210,15.74
F001167,13106,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial",1843,5.6,19.7,1.8,45.5,61.8,82,8.0,38,290,180,11.44
F001168,13106,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated",2188,6.3,29.4,0.6,42.0,60.6,135,0.0,28,234,117,15.39
F009839,13102,"Biscuit, sweet, breakfast style, with or without dried fruit",1701,7.5,15.6,5.3,20.1,57.3,30,8.3,54,190,270,1.39
F001170,13105,"Biscuit, sweet, chocolate chip or coated",1979,5.8,22.7,3.0,35.8,61.9,46,8.6,41,220,210,12.79
F009834,,"Biscuit, sweet, cream filled, commercial",1944,5.4,21.5,2.7,33.6,62.8,30,8.5,28,140,330,10.60
F001215,13101,"Biscuit, sweet, plain",1812,6.4,14.3,2.1,24.7,69.4,30,13.1,22,149,289,6.84
F001233,13104,"Biscuit, sweet, sandwich, cream & jam filling",1974,4.0,22.5,1.8,33.5,64.1,27,0.0,14,85,260,11.24
F001234,13106,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, tim tam style",2080,5.4,25.4,2.2,44.7,63.1,90,4.3,34,240,168,14.38
F001244,13101,"Biscuit, sweet, shortbread style, commercial",2110,6.2,26.3,2.3,20.4,60.8,33,6.5,19,110,270,16.06
F001251,13101,"Biscuit, sweet, wheatmeal",1728,7.8,11.7,5.6,21.6,67.0,30,6.8,46,167,423,1.28
F001267,16201,"Blackberry, raw",211,1.4,0.3,6.1,7.5,7.5,30,0.0,30,114,0,0.00
F001276,15101,"Blue grenadier, flesh, baked, no added fat",427,22.0,1.3,0.0,0.3,0.3,9,0.0,24,328,56,0.30
F001277,15101,"Blue grenadier, flesh, raw",307,15.2,1.2,0.0,0.2,0.2,8,27.1,20,306,53,0.28
F001278,15101,"Blue grenadier, flesh, steamed, no added fat",399,20.6,1.2,0.0,0.3,0.3,10,24.4,25,354,47,0.28
F001289,16201,"Blueberry, purchased frozen",199,0.5,0.0,3.6,9.4,9.9,11,0.0,6,77,2,0.00
F001290,16201,"Blueberry, raw",194,0.5,0.0,3.5,9.2,9.6,11,0.0,6,83,2,0.00
F001300,24201,"Bok choy, fried, no added fat",113,3.6,0.3,3.5,0.8,0.8,118,5.3,26,357,81,0.00
F001301,24201,"Bok choy, raw",79,2.5,0.2,2.4,0.6,0.6,83,3.9,18,250,57,0.00
F001302,24201,"Bok choy, steamed",82,2.6,0.2,2.6,0.6,0.6,82,3.2,18,221,56,0.00
F001322,18606,"Braised steak & onions, canned",264,7.2,1.6,0.8,1.0,4.5,12,2.7,12,160,380,0.72
F001353,12201,"Bread roll, from white flour",1044,9.3,2.9,3.0,3.4,44.6,107,48.0,29,137,380,0.47
F001358,12201,"Bread roll, from white flour, toasted",1214,10.8,3.4,3.5,4.0,51.9,125,53.0,34,159,442,0.55
F001360,12207,"Bread roll, from wholemeal flour",1095,10.1,3.0,5.8,3.0,45.2,90,61.9,54,190,560,0.53
F001364,12207,"Bread roll, from wholemeal flour, toasted",1288,11.9,3.5,6.9,3.5,53.1,106,69.2,64,224,659,0.62
F001365,12204,"Bread roll, mixed grain",1046,12.2,3.0,5.6,2.3,40.3,160,62.6,80,290,660,0.45
F001368,12204,"Bread roll, mixed grain, toasted",1230,14.4,3.5,6.6,2.7,47.4,188,70.0,94,341,776,0.53
F001372,12304,"Bread roll, topped with cheese",1173,12.4,9.0,2.4,2.8,35.8,238,43.2,29,124,441,4.92
F001373,12304,"Bread roll, topped with cheese & bacon",1174,16.6,11.2,1.8,2.3,27.0,218,34.7,29,187,765,5.88
F001374,13303,"Bread, banana",1224,5.7,11.0,1.5,25.1,43.1,41,7.7,25,150,360,1.93
F001387,12203,"Bread, damper, from white flour, homemade",1084,7.5,5.5,3.3,2.9,42.9,53,27.0,25,150,630,3.27
F001420,12302,"Bread, flat (pita or Lebanese), white, commercial",1102,9.5,2.1,3.7,3.1,49.1,50,50.2,30,150,498,0.62
F001404,12302,"Bread, flat (pita or Lebanese), wholemeal, commercial",1074,8.6,2.0,6.4,3.1,47.2,45,50.2,55,200,470,0.46
F001450,12210,"Bread, from rye flour, sour dough",980,9.2,1.6,5.2,2.0,42.7,32,58.0,32,130,510,0.31
F001451,12210,"Bread, from rye flour, sour dough, toasted",1153,10.8,1.9,6.1,2.4,50.2,38,64.8,38,153,600,0.36
F001458,12305,"Bread, from wheat flour, added dried fruit, toasted",1236,9.8,4.1,4.0,20.1,52.6,122,32.8,32,356,300,0.83
F001463,12201,"Bread, from white flour",1050,9.5,2.0,3.2,3.1,46.2,84,61.3,29,130,439,0.28
F001466,12202,"Bread, from white flour, added calcium",1001,9.7,1.8,2.9,2.7,43.8,228,62.7,27,110,442,0.26
F001467,12202,"Bread, from white flour, added calcium, toasted",1164,11.2,2.0,3.4,3.1,50.9,265,69.2,32,128,514,0.30
F001457,12305,"Bread, from white flour, added dried fruit",1112,8.8,3.7,3.6,18.1,47.3,110,31.1,29,320,270,0.75
F001468,12202,"Bread, from white flour, added fibre",1032,9.7,1.7,6.4,2.5,43.6,56,62.7,27,111,448,0.26
F001479,12202,"Bread, from white flour, added fibre, toasted",1229,11.5,2.0,7.7,3.0,51.9,67,70.9,32,132,534,0.31
F001482,12202,"Bread, from white flour, added iron",1001,9.7,1.8,2.9,2.7,43.8,68,62.7,41,135,447,0.26
F001483,12202,"Bread, from white flour, added iron, toasted",1164,11.2,2.0,3.4,3.1,50.9,79,69.2,48,158,520,0.30
F001484,12202,"Bread, from white flour, added omega-3 polyunsaturates",1054,9.1,2.1,3.1,2.4,46.6,56,63.0,27,111,448,0.50
F001485,12202,"Bread, from white flour, added omega-3 polyunsaturates, toasted",1226,10.6,2.4,3.6,2.8,54.2,65,69.6,31,129,521,0.58
F001513,12204,"Bread, from white flour, extra grainy & seeds",1149,10.5,4.4,5.7,2.8,44.7,81,51.8,63,199,365,0.52
F001514,12204,"Bread, from white flour, extra grainy & seeds, toasted",1352,12.3,5.2,6.7,3.3,52.6,96,57.9,74,234,429,0.61
F001528,12201,"Bread, from white flour, Italian-style, commercial",1070,9.0,2.5,3.9,2.0,46.8,16,68.0,24,98,500,0.44
F001529,12201,"Bread, from white flour, Italian-style, commercial, toasted",1274,10.7,3.0,4.6,2.4,55.7,19,76.9,28,117,595,0.53
F001537,12201,"Bread, from white flour, sour dough, commercial",961,8.8,1.4,3.1,1.2,42.9,21,59.0,31,130,490,0.45
F001538,12201,"Bread, from white flour, sour dough, commercial, toasted",1144,10.4,1.7,3.7,1.4,51.1,25,66.7,37,155,583,0.54
F001541,12201,"Bread, from white flour, toasted",1241,10.8,2.8,4.3,3.7,54.3,150,50.5,40,166,512,0.35
F001671,12201,"Bread, from white flour, Turkish",1035,7.8,2.8,3.6,2.2,45.5,50,60.0,26,110,530,0.36
F001672,12201,"Bread, from white flour, Turkish, toasted",1233,9.2,3.3,4.3,2.6,54.2,60,67.8,31,131,631,0.43
F001543,12202,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe",1052,8.3,2.3,6.5,3.8,45.7,150,60.0,33,140,410,0.35
F001544,12202,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted",1238,9.8,2.7,7.6,4.5,53.8,176,67.0,39,165,482,0.41
F001553,12207,"Bread, from wholemeal flour",993,10.4,2.5,6.9,3.2,39.2,133,61.9,63,212,418,0.39
F001573,12207,"Bread, from wholemeal flour, extra grainy & seeds",1077,11.0,4.4,7.9,2.9,38.9,126,55.4,80,240,370,0.57
F001576,12207,"Bread, from wholemeal flour, extra grainy & seeds, toasted",1267,13.0,5.1,9.3,3.4,45.8,149,61.9,94,282,435,0.67
F001597,12207,"Bread, from wholemeal flour, toasted",1168,12.2,2.9,8.1,3.7,46.1,157,69.2,74,249,492,0.46
F001601,12307,"Bread, garlic or herb, homemade, cooked",1282,8.8,11.3,3.6,3.2,40.5,99,41.7,28,152,422,6.39
F001600,12307,"Bread, garlic, commercial, cooked",1442,8.0,15.1,3.0,3.4,42.8,66,53.0,28,130,580,7.13
F001603,12213,"Bread, gluten free",888,5.5,3.9,3.9,2.6,36.6,50,125.3,23,190,526,0.51
F001609,12213,"Bread, gluten free, toasted",1057,6.5,4.6,4.6,3.1,43.6,60,141.7,27,226,626,0.61
F001621,12204,"Bread, mixed grain",1078,10.7,4.5,5.8,2.5,39.8,155,60.3,60,217,409,0.58
F001644,12204,"Bread, mixed grain, toasted",1268,12.6,5.3,6.9,3.0,46.8,182,67.4,71,255,481,0.68
F001647,12202,"Bread, Naan, commercial",1224,8.0,7.1,2.6,6.0,47.8,120,55.0,28,160,630,1.35
F001545,12203,"Bread, organic",1034,11.6,2.9,5.6,1.3,40.3,48,38.3,52,180,490,0.57
F001548,12203,"Bread, organic, toasted",1216,13.7,3.4,6.6,1.5,47.4,56,42.8,61,212,576,0.67
F001653,12203,"Bread, pizza base, commercial",1109,8.6,3.3,2.7,3.7,48.5,70,38.0,28,140,390,0.52
F001669,12302,"Bread, tortilla, white, commercial",1263,7.3,9.0,2.0,4.3,46.3,37,46.4,22,110,750,3.97
F001415,12302,"Bread, wrap, white, commercial",1266,7.8,8.4,3.0,5.3,46.9,39,45.0,24,150,610,3.71
F001683,12201,"Breadcrumbs, white",1598,14.0,4.1,4.7,4.6,68.5,124,86.2,43,193,650,0.50
F001688,11805,"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca",321,3.1,1.5,0.8,7.0,12.4,148,6.4,8,152,49,0.20
F001701,12502,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3, C & folate, Fe & Zn",1565,8.6,0.6,3.2,4.2,80.2,2,0.0,13,100,485,0.10
F001708,12501,"Breakfast cereal, flakes of corn, unfortified",1553,7.3,2.9,4.0,7.7,75.6,3,0.0,34,140,270,0.39
F001720,12512,"Breakfast cereal, mixed grain (rice & wheat), flakes, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn",1669,18.2,4.1,2.7,13.2,70.5,936,0.0,40,116,474,0.72
F001733,12515,"Breakfast cereal, mixed grain (wheat & oat), flakes, apricot & sultana, added vitamins B1, B2, B3 & folate & Fe",1472,9.1,1.5,8.2,25.3,71.6,31,25.6,81,388,32,0.29
F001767,12513,"Breakfast cereal, mixed grain (wheat, oat & corn), extruded, added vitamins B1, B2, B3, B6, C & folate, Ca & Fe",1551,23.3,2.5,2.5,28.0,62.8,284,8.1,41,137,602,0.37
F001788,12511,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, honey, unfortified",1488,8.4,4.1,12.5,11.9,65.0,27,15.0,81,270,220,0.65
F001803,12504,"Breakfast cereal, puffed or popped rice, added vitamins B1, B2, B3, C & folate, Fe & Zn",1559,6.8,1.1,2.1,6.2,81.2,6,3.7,25,101,658,0.20
F001807,12504,"Breakfast cereal, puffed or popped rice, cocoa coating, added vitamins B1, B2, B3, C & folate, Ca, Fe & Zn",1615,5.3,2.9,2.6,30.4,83.2,388,0.0,36,208,496,1.14
F001811,12503,"Breakfast cereal, puffed or popped rice, no added sugar or salt, unfortified",1608,8.5,3.0,2.8,0.6,77.6,6,3.7,80,200,5,0.52
F001823,12509,"Breakfast cereal, wheat bran, flakes, sultanas, added vitamins B1, B2, B3, B6 & folate, Fe & Zn",1391,9.8,1.5,14.8,24.5,63.3,56,8.6,120,757,269,0.26
F001829,12506,"Breakfast cereal, wheat bran, pellets, added vitamins B1, B2 & folate, Fe & Zn",1348,14.2,5.0,27.3,15.4,41.7,67,5.4,271,906,390,0.78
F001844,12506,"Breakfast cereal, whole wheat, biscuit, added vitamins B1, B2, B3 & folate, Fe & Zn",1418,11.9,2.3,11.0,2.4,61.0,38,1.8,111,350,299,0.30
F001845,12506,"Breakfast cereal, whole wheat, biscuit, bran, added vitamins B1, B2, B3 & folate & Fe",1501,12.3,5.3,17.0,8.3,56.4,43,7.4,160,540,345,2.88
F001849,12505,"Breakfast cereal, whole wheat, biscuit, no added sugar, unfortified",1460,10.4,2.7,11.5,1.1,63.7,31,13.0,110,370,370,0.35
F001862,12509,"Breakfast cereal, whole wheat, flakes, dried fruit & nuts, added fibre, vitamins B1, B2, B3 & folate, Ca & Fe",1490,9.1,3.3,15.5,25.0,65.6,376,2.0,86,527,98,0.38
F001871,12505,"Breakfast cereal, whole wheat, puffed, no added sugar or salt, unfortified",1414,10.0,2.8,9.2,0.8,62.4,32,68.0,97,360,2,0.39
F001881,15101,"Bream, fillet, baked, no added fat",714,26.8,7.0,0.0,0.0,0.0,32,39.0,42,475,115,2.41
F001884,15101,"Bream, fillet, raw",521,19.6,5.1,0.0,0.0,0.0,23,30.0,31,347,84,1.76
F001885,15101,"Bream, fillet, steamed, no added fat",581,22.4,5.4,0.0,0.0,0.0,25,30.0,32,345,82,1.70
F001899,24202,"Broccoli, fresh, baked, no added fat",160,5.7,0.4,4.5,0.5,0.5,39,0.0,26,410,26,0.00
F001900,24202,"Broccoli, fresh, boiled, drained",100,2.9,0.3,2.5,1.1,1.2,26,0.8,12,181,13,0.07
F001904,24202,"Broccoli, fresh, microwaved",112,3.2,0.4,2.9,1.3,1.3,26,6.6,12,181,13,0.00
F001905,24202,"Broccoli, fresh, raw",131,4.7,0.3,3.7,0.4,0.4,32,0.0,21,336,22,0.00
F001908,24202,"Broccolini, fresh, boiled, drained",127,3.3,0.4,2.6,1.4,2.1,38,1.1,21,234,16,0.00
F001909,24202,"Broccolini, fresh, raw",122,3.2,0.4,2.5,1.3,2.0,39,1.2,21,250,16,0.00
F001913,24201,"Brussels sprout, fresh, boiled, drained",156,4.0,0.3,4.7,2.2,2.2,15,0.0,18,336,30,0.00
F001914,24201,"Brussels sprout, fresh, raw",150,3.8,0.3,4.5,2.1,2.1,15,0.0,18,380,30,0.00
F001918,12101,"Buckwheat groats, cooked in water, no added salt",290,2.7,0.7,1.1,0.3,12.3,4,0.7,43,123,2,0.12
F001919,12101,"Buckwheat groats, uncooked",1364,12.8,3.2,5.0,1.4,58.0,14,0.5,199,577,1,0.57
F001920,18202,"Buffalo, riverine, cube roll, raw",650,23.9,6.6,0.0,0.0,0.0,6,1.2,24,297,56,3.70
F001921,18202,"Buffalo, riverine, topside, raw",496,24.4,2.2,0.0,0.0,0.0,5,1.2,24,297,56,1.06
F001922,18202,"Buffalo, swamp, cube roll, raw",507,24.4,2.5,0.0,0.0,0.0,3,1.2,24,297,45,1.04
F001923,18202,"Buffalo, swamp, topside, raw",448,24.6,0.8,0.0,0.0,0.0,4,1.2,25,297,41,0.33
F001928,12101,"Bulgur, soaked in water, no added fat or salt",664,5.4,0.9,7.3,0.4,28.3,12,0.0,55,169,2,0.13
F001929,12101,"Bulgur, uncooked",1434,10.3,2.0,7.8,1.0,66.1,30,2.2,83,320,3,0.29
F009792,12305,"Bun, sweet, hot cross bun, with dried fruit",1108,7.2,3.2,4.1,21.0,50.2,60,32.1,29,310,230,0.60
F001939,12306,"Bun, sweet, with dried fruit, iced",1205,6.4,6.0,1.9,18.0,51.5,18,34.3,23,176,267,1.22
F001940,12305,"Bun, sweet, with dried fruit, uniced",1202,7.6,6.0,3.4,16.9,49.4,45,50.1,30,183,282,1.67
F001971,14101,"Butter, plain, no added salt",3036,1.1,81.3,0.0,0.6,0.6,17,8.8,2,23,10,56.30
F001973,14101,"Butter, plain, salted",3036,1.1,81.3,0.0,0.6,0.6,17,8.8,2,23,776,56.30
F001988,24201,"Cabbage, Chinese flowering, boiled, drained",74,1.4,0.3,2.9,0.8,0.9,69,3.4,12,301,13,0.00
F001990,24201,"Cabbage, Chinese flowering, raw",71,1.3,0.3,2.8,0.8,0.9,70,4.1,12,340,13,0.00
F001993,24201,"Cabbage, Chinese, boiled, drained",46,1.1,0.0,1.1,0.9,0.9,25,3.4,8,221,6,0.00
F001996,24201,"Cabbage, Chinese, raw",44,1.1,0.0,1.1,0.9,0.9,25,4.1,8,250,6,0.00
F001997,24201,"Cabbage, mustard, boiled, drained",80,2.4,0.3,1.9,0.7,0.7,135,3.8,11,469,3,0.00
F001998,24201,"Cabbage, mustard, raw",77,2.3,0.3,1.8,0.7,0.7,130,3.9,11,450,3,0.00
F002003,24201,"Cabbage, red, boiled, drained",127,2.3,0.3,3.5,2.8,2.8,35,0.0,14,398,16,0.00
F002006,24201,"Cabbage, red, raw",122,2.2,0.3,3.4,2.7,2.7,35,0.0,14,450,16,0.00
F002009,24201,"Cabbage, savoy, boiled, drained",93,1.8,0.1,2.4,2.4,2.4,38,0.0,14,301,23,0.00
F002010,24201,"Cabbage, savoy, raw",90,1.7,0.1,2.3,2.3,2.3,39,0.0,14,340,23,0.00
F002014,24201,"Cabbage, white, boiled, drained",94,1.4,0.1,2.4,2.9,2.9,32,0.0,13,236,13,0.00
F002015,24201,"Cabbage, white, raw",91,1.3,0.1,2.4,2.8,2.8,32,0.0,14,266,14,0.00
F002021,13303,"Cake mix, plain, dry powder",1603,4.8,8.2,1.4,42.5,73.5,61,0.0,13,81,670,4.30
F002100,13303,"Cake, carrot, commercial, iced",1620,4.4,20.4,1.5,30.5,47.6,41,16.6,25,150,305,4.64
F002101,13303,"Cake, carrot, homemade, iced",1437,3.9,14.9,1.8,37.7,49.4,32,7.9,18,173,307,8.11
F002102,13303,"Cake, carrot, homemade, uniced",1428,4.8,15.9,2.2,31.2,45.2,39,9.6,22,215,357,8.23
F002111,13301,"Cake, chocolate, homemade, iced",1554,6.6,17.8,2.6,27.0,46.4,54,13.9,56,410,361,11.57
F002112,13301,"Cake, chocolate, homemade, uniced",1554,7.9,19.2,2.9,17.9,41.3,64,16.9,62,454,422,12.39
F002150,13303,"Cake, fruit, homemade, uniced",1266,3.9,9.9,3.0,38.7,48.2,43,6.0,30,424,138,5.71
F002159,13302,"Cake, lamington, unfilled",1233,4.7,9.4,2.4,31.5,48.0,6,11.0,26,200,218,6.93
F002163,13301,"Cake, mud, dark chocolate, commercial, chocolate ganache icing",1415,5.1,13.8,2.6,33.1,48.7,39,7.7,31,217,290,4.01
F002164,13301,"Cake, mud, dark chocolate, homemade, chocolate ganache icing",1919,5.2,33.8,0.6,28.3,35.5,40,19.1,54,264,256,21.39
F002165,13301,"Cake, mud, dark chocolate, homemade, uniced",1897,5.6,34.3,0.5,25.5,32.5,36,21.3,45,242,308,21.87
F002168,13303,"Cake, plain butter cake, commercial, iced",1555,5.0,16.1,1.4,36.7,52.7,4,15.6,10,77,420,2.85
F002169,13303,"Cake, plain butter cake, commercial, uniced",1486,8.2,15.2,1.3,25.3,46.9,52,15.6,14,110,480,2.68
F002170,13303,"Cake, plain butter cake, homemade, iced",1564,5.4,15.1,0.7,31.5,55.2,42,12.6,14,89,406,9.79
F002171,13303,"Cake, plain butter cake, homemade, uniced",1587,6.7,16.1,0.9,23.5,52.5,52,15.5,17,110,481,10.34
F002177,13302,"Cake, sponge, plain, commercial, uniced, filled with jam & cream",1524,6.7,12.2,1.2,37.6,58.0,54,11.0,13,114,278,5.47
F002178,13302,"Cake, sponge, plain, commercial, uniced, unfilled",1370,7.5,8.2,1.2,32.5,56.5,52,11.0,13,110,320,2.54
F002205,18202,"Camel, cube roll, raw",630,20.3,7.7,0.0,0.0,0.0,4,1.2,18,297,46,4.37
F002206,18202,"Camel, rump, raw",475,21.4,3.0,0.0,0.0,0.0,4,1.2,21,297,52,1.31
F009829,18202,"Camel, steak, as purchased, fried, no added fat",790,32.0,6.7,0.0,0.0,0.0,6,3.6,26,458,69,3.39
F009789,18202,"Camel, steak, as purchased, raw",514,20.8,4.3,0.0,0.0,0.0,4,2.9,20,350,53,2.20
F002220,23201,"Capers, pickled, canned, drained",126,2.4,0.9,3.2,0.4,1.7,40,0.0,33,40,2348,0.27
F002238,24705,"Capsicum, green, fresh, fried, no added fat",76,1.0,0.0,1.7,2.8,2.8,7,0.0,11,211,1,0.00
F002239,24705,"Capsicum, green, fresh, raw",69,0.9,0.0,1.5,2.5,2.5,6,0.0,10,190,1,0.00
F002246,24705,"Capsicum, red, fresh, fried, no added fat",128,1.2,0.4,1.2,4.9,4.9,7,0.0,11,267,3,0.00
F002247,24705,"Capsicum, red, fresh, raw",115,1.1,0.4,1.1,4.4,4.4,7,0.0,10,240,3,0.00
F002257,28401,"Caramels, soft & hard",1620,2.5,11.4,1.5,54.6,74.5,67,20.0,11,120,250,8.65
F002258,31302,"Cardamom seed, dried, ground",1236,10.8,6.7,28.0,4.4,34.4,383,0.0,229,1119,18,2.20
F002263,24301,"Carrot, baby, baked, no added fat",146,0.8,0.1,3.6,6.0,6.0,46,0.0,12,228,55,0.00
F002265,24301,"Carrot, baby, peeled, fresh, boiled, drained",144,0.8,0.1,3.5,5.9,5.9,43,0.0,11,203,52,0.00
F002266,24301,"Carrot, baby, peeled, fresh, raw",134,0.7,0.1,3.3,5.5,5.5,42,0.0,11,210,51,0.00
F002274,24301,"Carrot, mature, peeled, fresh, baked, no added fat",179,0.7,0.0,4.1,7.6,8.0,32,0.6,14,322,60,0.00
F002275,24301,"Carrot, mature, peeled, fresh, boiled, drained",139,1.1,0.3,3.3,4.6,5.1,26,0.7,11,262,67,0.00
F002276,24301,"Carrot, mature, peeled, fresh, raw",146,0.6,0.0,3.4,6.2,6.6,26,0.6,12,264,49,0.00
F002285,24302,"Cassava, peeled, fresh, boiled, drained",632,1.2,0.3,5.0,1.3,32.7,20,0.0,11,261,2,0.00
F002286,24302,"Cassava, peeled, fresh, raw",587,1.1,0.2,4.6,1.2,30.4,20,0.0,11,270,2,0.00
F002287,24302,"Cassava, white flesh, peeled, fresh, boiled, drained",692,0.6,0.3,4.9,1.3,36.7,21,0.0,13,242,2,0.00
